,Word,Graphemes,Word Length,Number of Graphemes,Number of Vowels,Number of Consonants,Characters per Grapheme
418,af,a-f,2,2,1,1,1.0
419,affair,a-ff-air,6,3,3,3,2.0
420,affairs,a-ff-air-s,7,4,3,4,1.75
421,affect,a-ff-e-ct,6,4,2,4,1.5
422,affected,a-ff-e-ct-ed,8,5,3,5,1.6
423,affecting,a-ff-e-ct-i-ng,9,6,3,6,1.5
424,affects,a-ff-e-ct-s,7,5,2,5,1.4
425,affiliate,a-ff-i-l-i-a.e-t,9,7,5,4,1.2857142857142858
426,affiliated,a-ff-i-l-i-a-t-e-d,10,9,5,5,1.1111111111111112
427,affiliates,a-ff-i-l-i-a.e-t-s,10,8,5,5,1.25
428,affiliation,a-ff-i-l-i-a-ti-o-n,11,9,6,5,1.2222222222222223
429,afford,a-ff-or-d,6,4,2,4,1.5
430,affordable,a-ff-or-d-a-b-le,10,7,4,6,1.4285714285714286
431,afghanistan,a-f-gh-a-n-is-t-a-n,11,9,4,7,1.2222222222222223
432,afraid,a-f-r-ai-d,6,5,3,3,1.2
433,africa,a-f-r-i-c-a,6,6,3,3,1.0
434,african,a-f-r-i-c-a-n,7,7,3,4,1.0
435,after,a-f-te-r,5,4,2,3,1.25
436,afternoon,a-f-te-r-n-oo-n,9,7,4,5,1.2857142857142858
437,afterwards,a-f-te-r-w-ar-d-s,10,8,3,7,1.25
438,ag,a-g,2,2,1,1,1.0
439,again,a-g-ai-n,5,4,3,2,1.25
440,against,a-g-ai-n-st,7,5,3,4,1.4
441,age,a-ge,3,2,2,1,1.5
442,aged,a-ge-d,4,3,2,2,1.3333333333333333
443,agencies,a-ge-n-ci-es,8,5,4,4,1.6
444,agency,a-ge-n-c-y,6,5,2,4,1.2
445,agenda,a-ge-n-d-a,6,5,3,3,1.2
446,agent,a-ge-nt,5,3,2,3,1.6666666666666667
447,agents,a-ge-nt-s,6,4,2,4,1.5
448,ages,a-ge-s,4,3,2,2,1.3333333333333333
449,aggregate,a-gg-re-g-a.e-t,9,6,4,5,1.5
450,aggressive,a-gg-re-ss-i.e-v,10,6,4,6,1.6666666666666667
451,aging,a-gi-ng,5,3,2,3,1.6666666666666667
452,ago,a-g-o,3,3,2,1,1.0
453,agree,a-g-r-ee,5,4,3,2,1.25
454,agreed,a-g-r-ee-d,6,5,3,3,1.2
455,agreement,a-g-r-ee-me-nt,9,6,4,5,1.5
456,agreements,a-g-r-ee-me-nt-s,10,7,4,6,1.4285714285714286
457,agrees,a-g-r-ee-s,6,5,3,3,1.2
458,agricultural,a-g-r-i-cu-l-t-ur-al,12,9,5,7,1.3333333333333333
459,agriculture,a-g-r-i-cu-l-t-ur-e,11,9,5,6,1.2222222222222223
460,ah,ah,2,1,1,1,2.0
461,ahead,a-hea-d,5,3,3,2,1.6666666666666667
462,ai,ai,2,1,2,0,2.0
463,aid,ai-d,3,2,2,1,1.5
464,aids,ai-d-s,4,3,2,2,1.3333333333333333
465,aim,ai-m,3,2,2,1,1.5
466,aimed,ai-m-ed,5,3,3,2,1.6666666666666667
467,aims,ai-m-s,4,3,2,2,1.3333333333333333
468,air,air,3,1,2,1,3.0
469,aircraft,air-c-r-a-ft,8,5,3,5,1.6
470,airfare,air-f-a.e.-r,7,4,4,3,1.75
471,airline,air-l-i.e-n,7,4,4,3,1.75
472,airlines,air-l-i.e-n-s,8,5,4,4,1.6
473,airplane,air-p-l-a.e-n,8,5,4,4,1.6
474,airport,air-p-ort,7,3,3,4,2.3333333333333335
475,airports,air-p-ort-s,8,4,3,5,2.0
476,aj,a-j,2,2,1,1,1.0
477,ak,a-k,2,2,1,1,1.0
478,aka,a-k-a,3,3,2,1,1.0
479,al,al,2,1,1,1,2.0
480,ala,al-a,3,2,2,1,1.5
481,alabama,al-a-b-a-m-a,7,6,4,3,1.1666666666666667
482,alan,al-a-n,4,3,2,2,1.3333333333333333
483,alarm,al-ar-m,5,3,2,3,1.6666666666666667
484,alaska,al-a-s-k-a,6,5,3,3,1.2
485,albania,al-b-a-n-ia,7,5,4,3,1.4
486,albany,al-b-a-n-y,6,5,2,4,1.2
487,albert,al-b-er-t,6,4,2,4,1.5
488,alberta,al-b-er-t-a,7,5,3,4,1.4
489,album,al-bu-mn,5,3,2,3,1.6666666666666667
490,albums,al-bu-mn-s,6,4,2,4,1.5
491,albuquerque,al-bu-qu-er-u-que,11,6,6,5,1.8333333333333333
492,alcohol,al-c-o-ho-l,7,5,3,4,1.4
493,alert,al-er-t,5,3,2,3,1.6666666666666667
494,alerts,al-er-t-s,6,4,2,4,1.5
495,alex,al-e-x,4,3,2,2,1.3333333333333333
496,alexander,al-e-x-a-n-de-r,9,7,4,5,1.2857142857142858
497,alexandria,al-e-x-a-n-d-r-i-a,10,9,5,5,1.1111111111111112
498,alfred,al-f-r-ed,6,4,2,4,1.5
499,algebra,al-ge-b-r-a,7,5,3,4,1.4
500,algeria,al-ge-r-i-a,7,5,4,3,1.4
501,algorithm,al-g-or-i-th-m,9,6,3,6,1.5
502,algorithms,al-g-or-i-th-m-s,10,7,3,7,1.4285714285714286
503,ali,al-i,3,2,2,1,1.5
504,alias,a-l-i-as,5,4,3,2,1.25
505,alice,al-i.e-c,5,3,3,2,1.6666666666666667
506,alien,al-ie-n,5,3,3,2,1.6666666666666667
507,align,al-i-gn,5,3,2,3,1.6666666666666667
508,alignment,al-i-gn-me-nt,9,5,3,6,1.8
509,alike,a-l-i.e-k,5,4,3,2,1.25
510,alive,a-l-i.e-v,5,4,3,2,1.25
511,all,a-ll,3,2,1,2,1.5
512,allah,a-ll-ah,5,3,2,3,1.6666666666666667
513,allan,a-ll-a-n,5,4,2,3,1.25
514,alleged,a-ll-e.e-g-d,7,5,3,4,1.4
515,allen,a-ll-e-n,5,4,2,3,1.25
516,allergy,a-ll-er-g-y,7,5,2,5,1.4
517,alliance,a-ll-i-a-n-ce,8,6,4,4,1.3333333333333333
518,allied,a-ll-ie-d,6,4,3,3,1.5
519,allocated,a-ll-o-c-a-t-ed,9,7,4,5,1.2857142857142858
520,allocation,a-ll-o-c-a-ti-o-n,10,8,5,5,1.25
521,allow,a-ll-ow,5,3,2,3,1.6666666666666667
522,allowance,a-ll-ow-an-ce,9,5,4,5,1.8
523,allowed,a-ll-ow-ed,7,4,3,4,1.75
524,allowing,a-ll-ow-i-ng,8,5,3,5,1.6
525,allows,a-ll-ow-s,6,4,2,4,1.5
526,alloy,a-ll-oy,5,3,2,3,1.6666666666666667
527,almost,al-m-os-t,6,4,2,4,1.5
528,alone,a-l-o.e-n,5,4,3,2,1.25
529,along,a-l-o-ng,5,4,2,3,1.25
530,alpha,al-ph-a,5,3,2,3,1.6666666666666667
531,alphabetical,al-ph-a-b-e-ti-c-al,12,8,5,7,1.5
532,alpine,al-p-i.e-n,6,4,3,3,1.5
533,already,al-re-a-d-y,7,5,3,4,1.4
534,also,al-s-o,4,3,2,2,1.3333333333333333
535,alt,al-t,3,2,1,2,1.5
536,alter,al-t-er,5,3,2,3,1.6666666666666667
537,altered,al-t-er-ed,7,4,3,4,1.75
538,alternate,al-t-er-n-a.e-t,9,6,4,5,1.5
539,alternative,al-t-er-n-a-ti-ve,11,7,5,6,1.5714285714285714
540,alternatively,al-t-er-n-a-ti-ve-l-y,13,9,5,8,1.4444444444444444
541,alternatives,al-t-er-n-a-ti-ve-s,12,8,5,7,1.5
542,although,al-th-ough,8,3,3,5,2.6666666666666665
543,alto,al-t-o,4,3,2,2,1.3333333333333333
544,aluminium,al-u-m-i-n-i-u-m,9,8,5,4,1.125
545,alumni,al-u-m-n-i,6,5,3,3,1.2
546,always,al-w-ay-s,6,4,2,4,1.5
547,am,a-m,2,2,1,1,1.0
548,amanda,a-m-a-n-d-a,6,6,3,3,1.0
549,amateur,a-m-a-te-ur,7,5,4,3,1.4
550,amazing,a-m-a-zi-ng,7,5,3,4,1.4
551,amazon,a-m-a-z-o-n,6,6,3,3,1.0
552,ambassador,a-m-b-a-ss-a-d-or,10,8,4,6,1.25
553,amber,a-m-b-er,5,4,2,3,1.25
554,ambien,a-m-b-ie-n,6,5,3,3,1.2
555,ambient,a-m-b-ie-nt,7,5,3,4,1.4
556,amend,a-me-nd,5,3,2,3,1.6666666666666667
557,amended,a-m-e-nd-ed,7,5,3,4,1.4
558,amendment,a-m-e-nd-m-e-n-t,9,8,3,6,1.125
559,amendments,a-m-e-nd-m-e-n-t-s,10,9,3,7,1.1111111111111112
560,amenities,a-me-n-i-ti-es,9,6,5,4,1.5
561,america,a-m-er-i-c-a,7,6,4,3,1.1666666666666667
562,american,a-m-er-i-c-a-n,8,7,4,4,1.1428571428571428
563,americans,a-m-er-i-c-a-n-s,9,8,4,5,1.125
564,americas,a-m-er-i-c-a-s,8,7,4,4,1.1428571428571428
565,amino,a-m-i-n-o,5,5,3,2,1.0
566,among,a-m-o-ng,5,4,2,3,1.25
567,amongst,a-m-o-ng-st,7,5,2,5,1.4
568,amount,a-m-ou-nt,6,4,3,3,1.5
569,amounts,a-m-ou-nt-s,7,5,3,4,1.4
570,amp,a-m-p,3,3,1,2,1.0
571,amplifier,a-m-p-l-i-f-ie-r,9,8,4,5,1.125
572,amsterdam,a-m-st-er-d-a-m,9,7,3,6,1.2857142857142858
573,amy,a-m-y,3,3,1,2,1.0
574,an,a-n,2,2,1,1,1.0
575,anaheim,a-n-a-h-ei-m,7,6,4,3,1.1666666666666667
576,anal,a-n-al,4,3,2,2,1.3333333333333333
577,analog,a-n-al-o-g,6,5,3,3,1.2
578,analyses,a-n-al-y-se-s,8,6,3,5,1.3333333333333333
579,analysis,a-n-al-y-si-s,8,6,3,5,1.3333333333333333
580,analyst,a-n-al-y-st,7,5,2,5,1.4
581,analysts,a-n-al-y-st-s,8,6,2,6,1.3333333333333333
582,analytical,a-n-al-y-ti-c-al,10,7,4,6,1.4285714285714286
583,analyze,a-n-al-y.e-z,7,5,3,4,1.4
584,analyzed,a-n-al-y.e-z-d,8,6,3,5,1.3333333333333333
585,anatomy,a-n-a-t-o-m-y,7,7,3,4,1.0
586,anchor,a-n-ch-or,6,4,2,4,1.5
587,ancient,a-n-ci-e-nt,7,5,3,4,1.4
588,and,a-nd,3,2,1,2,1.5
589,anderson,a-nd-er-s-o-n,8,6,3,5,1.3333333333333333
590,andorra,a-nd-or-r-a,7,5,3,4,1.4
591,andrea,a-nd-re-a,6,4,3,3,1.5
592,andreas,a-nd-re-a-s,7,5,3,4,1.4
593,andrew,a-nd-r-ew,6,4,2,4,1.5
594,andrews,a-nd-r-ew-s,7,5,2,5,1.4
595,andy,a-nd-y,4,3,1,3,1.3333333333333333
596,angel,a-ng-e-l,5,4,2,3,1.25
597,angela,a-ng-e-l-a,6,5,3,3,1.2
598,angeles,a-ng-e-l-es,7,5,3,4,1.4
599,angels,a-ng-e-l-s,6,5,2,4,1.2
600,anger,a-ng-er,5,3,2,3,1.6666666666666667
601,angle,a-ng-le,5,3,2,3,1.6666666666666667
602,angola,a-ng-o-l-a,6,5,3,3,1.2
603,angry,a-ng-r-y,5,4,1,4,1.25
604,animal,a-n-i-m-al,6,5,3,3,1.2
605,animals,a-n-i-m-al-s,7,6,3,4,1.1666666666666667
606,animated,a-n-i-m-a.e-t-d,8,7,4,4,1.1428571428571428
607,animation,a-n-i-m-a-ti-o-n,9,8,5,4,1.125
608,anime,a-n-i.e-m,5,4,3,2,1.25
609,ann,a-nn,3,2,1,2,1.5
610,anna,a-nn-a,4,3,2,2,1.3333333333333333
611,anne,a-nne,4,2,2,2,2.0
612,annex,a-nne-x,5,3,2,3,1.6666666666666667
613,annie,a-nn-ie,5,3,3,2,1.6666666666666667
614,anniversary,a-nn-i-v-er-s-ar-y,11,8,4,7,1.375
615,annotated,a-nn-ot-a-te-d,9,6,4,5,1.5
616,annotation,a-nn-ot-a-ti-o-n,10,7,5,5,1.4285714285714286
617,announce,a-nn-ou-n-ce,8,5,4,4,1.6
618,announced,a-nn-ou-n-c-ed,9,6,4,5,1.5
619,announcement,a-nn-ou-n-ne-me-nt,12,7,5,7,1.7142857142857142
620,announcements,a-nn-ou-n-ne-me-nt-s,13,8,5,8,1.625
621,announces,a-nn-ou-n-ce-s,9,6,4,5,1.5
622,annoying,a-nn-oy-i-ng,8,5,3,5,1.6
623,annual,a-nn-ua-l,6,4,3,3,1.5
624,annually,a-nn-ua-ll-y,8,5,3,5,1.6
625,anonymous,a-n-o-n-y-m-o-u-s,9,9,4,5,1.0
626,another,a-n-o-th-er,7,5,3,4,1.4
627,answer,a-n-sw-er,6,4,2,4,1.5
628,answered,a-n-sw-er-ed,8,5,3,5,1.6
629,answering,a-n-sw-er-i-ng,9,6,3,6,1.5
630,answers,a-n-sw-er-s,7,5,2,5,1.4
631,ant,a-n-t,3,3,1,2,1.0
632,antarctica,a-n-t-ar-c-ti-c-a,10,8,4,6,1.25
633,antenna,a-n-te-nn-a,7,5,3,4,1.4
634,anthony,a-n-th-o-n-y,7,6,2,5,1.1666666666666667
635,anthropology,a-n th-r-o-p-o-l-o-g-y,12,10,4,8,1.2
636,anti,a-n-ti,4,3,2,2,1.3333333333333333
637,antibodies,a-n-ti-b-o-di-es,10,7,5,5,1.4285714285714286
638,antibody,a-n-ti-b-o-d-y,8,7,3,5,1.1428571428571428
639,anticipated,a-n-ti-ci-p-a-te-d,11,8,5,6,1.375
640,antigua,a-n-ti-gu-a,7,5,4,3,1.4
641,antique,a-n-ti-que,7,4,4,3,1.75
642,antiques,a-n-ti-que-s,8,5,4,4,1.6
643,antivirus,a-n-ti-v-ir-u-s,9,7,4,5,1.2857142857142858
644,antonio,a-n-t-o-n-io,7,6,4,3,1.1666666666666667
645,anxiety,a-n-xi-et-y,7,5,3,4,1.4
646,any,a-n-y,3,3,1,2,1.0
647,anybody,a-n-y-b-o-d-y,7,7,2,5,1.0
648,anymore,a-n-y-m-ore,7,5,3,4,1.4
649,anyone,a-n-y-o.e-n,6,5,3,3,1.2
650,anything,a-n-y-th-i-ng,8,6,2,6,1.3333333333333333
651,anytime,a-n-y-t-i.e-m,7,6,3,4,1.1666666666666667
652,anyway,a-n-y-w-ay,6,5,2,4,1.2
653,anywhere,a-n-y-wh-e.e-r,8,6,3,5,1.3333333333333333
654,aol,a-o-l,3,3,2,1,1.0
655,ap,a-p,2,2,1,1,1.0
656,apache,a-p-ach-e,6,4,3,3,1.5
657,apart,a-p-ar-t,5,4,2,3,1.25
658,apartment,a-p-ar-t-me-nt,9,6,3,6,1.5
659,apartments,a-p-ar-t-me-nt-s,10,7,3,7,1.4285714285714286
660,api,a-p-i,3,3,2,1,1.0
661,apnic,a-pn-i-c,5,4,2,3,1.25
662,apollo,a-p-ol-l-o,6,5,3,3,1.2
663,app,a-pp,3,2,1,2,1.5
664,apparatus,a-pp-ar-at-u-s,9,6,4,5,1.5
665,apparel,a-pp-ar-e-l,7,5,3,4,1.4
666,apparent,a-pp-ar-e-nt,8,5,3,5,1.6
667,apparently,a-pp-ar-e-nt-l-y,10,7,3,7,1.4285714285714286
668,appeal,a-pp-e-al,6,4,3,3,1.5
669,appeals,a-pp-e-al-s,7,5,3,4,1.4
670,appear,a-pp-e-ar,6,4,3,3,1.5
671,appearance,a-pp-e-ar-anc-e,10,6,5,5,1.6666666666666667
672,appeared,a-pp-e-ar-ed,8,5,4,4,1.6
673,appearing,a-pp-e-ar-i-ng,9,6,4,5,1.5
674,appears,a-pp-e-ar-s,7,5,3,4,1.4
675,appendix,a-pp-e-nd-i-x,8,6,3,5,1.3333333333333333
676,apple,a-pp-le,5,3,2,3,1.6666666666666667
677,appliance,a-pp-l-ia-nc-e,9,6,4,5,1.5
678,appliances,a-pp-l-ia-nc-e-s,10,7,4,6,1.4285714285714286
679,applicable,a-pp-l-i-c-a-b-le,10,8,4,6,1.25
680,applicant,a-pp-l-i-c-a-nt,9,7,3,6,1.2857142857142858
681,applicants,a-pp-l-i-c-a-nt-s,10,8,3,7,1.25
682,application,a-pp-l-i-c-a-ti-o-n,11,9,5,6,1.2222222222222223
683,applications,a-pp-l-i-c-a-ti-o-n-s,12,10,5,7,1.2
684,applied,a-pp-l-i-ed,7,5,3,4,1.4
685,applies,a-pp-l-i-es,7,5,3,4,1.4
686,apply,a-pp-l-y,5,4,1,4,1.25
687,applying,a-pp-l-y-i-ng,8,6,2,6,1.3333333333333333
688,appointed,a-pp-oi-nt-ed,9,5,4,5,1.8
689,appointment,a-pp-oi-nt-me-nt,11,6,4,7,1.8333333333333333
690,appointments,a-pp-oi-nt-me-nt-s,12,7,4,8,1.7142857142857142
691,appraisal,a-pp-r-ais-al,9,5,4,5,1.8
692,appreciate,a-pp-re-c-ia-te,10,6,5,5,1.6666666666666667
693,appreciated,a-pp-re-c-ia-t-ed,11,7,5,6,1.5714285714285714
694,appreciation,a-pp-re-c-ia-ti-o-n,12,8,6,6,1.5
695,approach,a-pp-r-o-ach,8,5,3,5,1.6
696,approaches,a-pp-r-o-ach-es,10,6,4,6,1.6666666666666667
697,appropriate,a-pp-r-o-p-r-ia-te,11,8,5,6,1.375
698,appropriations,a-pp-r-o-p-r-ia-ti-on-s,14,10,6,8,1.4
699,approval,a-pp-r-o-v-al,8,6,3,5,1.3333333333333333
700,approve,a-pp-r-o-ve,7,5,3,4,1.4
701,approved,a-pp-r-o-v-ed,8,6,3,5,1.3333333333333333
702,approx,a-pp-r-o-x,6,5,2,4,1.2
703,approximate,a-pp-r-o-xi-m-a.e-t,11,8,5,6,1.375
704,approximately,a-pp-r-o-xi-m-a.e-t-l-y,13,10,5,8,1.3
705,apps,a-pp-s,4,3,1,3,1.3333333333333333
706,apr,a-p-r,3,3,1,2,1.0
707,april,a-p-r-i-l,5,5,2,3,1.0
708,apt,a-pt,3,2,1,2,1.5
709,aqua,a-qu-a,4,3,3,1,1.3333333333333333
710,aquarium,a-qu-ar-i-u-m,8,6,5,3,1.3333333333333333
711,aquatic,a-qu-at-i-c,7,5,4,3,1.4
712,ar,ar,2,1,1,1,2.0
713,arab,ar-a-b,4,3,2,2,1.3333333333333333
714,arabia,ar-a-b-ia,6,4,4,2,1.5
715,arabic,ar-a-b-i-c,6,5,3,3,1.2
716,arbitrary,ar-b-it-r-ar-y,9,6,3,6,1.5
717,arbitration,ar-b-it-r-a-ti-o-n,11,8,5,6,1.375
718,arbor,ar-b-or,5,3,2,3,1.6666666666666667
719,arc,ar-c,3,2,1,2,1.5
720,arcade,ar-c-a.e-d,6,4,3,3,1.5
721,arch,ar-ch,4,2,1,3,2.0
722,architect,ar-ch-it-e-ct,9,5,3,6,1.8
723,architects,ar-ch-it-e-ct-s,10,6,3,7,1.6666666666666667
724,architectural,ar-ch-it-e-ct-ur-al,13,7,5,8,1.8571428571428572
725,architecture,ar-ch-it-e-ct-u.e-r,12,7,5,7,1.7142857142857142
726,archive,ar-ch-i.e-v,7,4,3,4,1.75
727,archived,ar-ch-i.e-v-d,8,5,3,5,1.6
728,archives,ar-ch-i.e-v-s,8,5,3,5,1.6
729,arctic,ar-c-ti-c,6,4,2,4,1.5
730,are,are,3,1,2,1,3.0
731,area,ar-ea,4,2,3,1,2.0
732,areas,ar-ea-s,5,3,3,2,1.6666666666666667
733,arena,ar-e-n-a,5,4,3,2,1.25
734,arg,ar-g,3,2,1,2,1.5
735,argentina,ar-ge-nt-i-n-a,9,6,4,5,1.5
736,argue,ar-gue,5,2,3,2,2.5
737,argued,ar-gue-d,6,3,3,3,2.0
738,argument,ar-gu-me-nt,8,4,3,5,2.0
739,arguments,ar-gu-me-nt-s,9,5,3,6,1.8
740,arise,ar-i.e-s,5,3,3,2,1.6666666666666667
741,arising,ar-is-i-ng,7,4,3,4,1.75
742,arizona,ar-i-z-o-n-a,7,6,4,3,1.1666666666666667
743,arkansas,ar-k-a-n-s-as,8,6,3,5,1.3333333333333333
744,arlington,ar-l-i-ng-t-o-n,9,7,3,6,1.2857142857142858
745,arm,ar-m,3,2,1,2,1.5
746,armed,ar-m-ed,5,3,2,3,1.6666666666666667
747,armenia,ar-me-n-ia,7,4,4,3,1.75
748,armour,ar-m-o-ur,6,4,3,3,1.5
749,arms,ar-m-s,4,3,1,3,1.3333333333333333
750,armstrong,ar-m-st-r-o-ng,9,6,2,7,1.5
751,army,ar-m-y,4,3,1,3,1.3333333333333333
752,arnold,ar-n-ol-d,6,4,2,4,1.5
753,around,ar-o-u-nd,6,4,3,3,1.5
754,arrange,a-rr-a-ng-e,7,5,3,4,1.4
755,arranged,a-rr-a-ng-ed,8,5,3,5,1.6
756,arrangement,a-rr-a-ng-e-me-nt,11,7,4,7,1.5714285714285714
757,arrangements,a-rr-a-ng-e-me-nt-s,12,8,4,8,1.5
758,array,a-rr-ay,5,3,2,3,1.6666666666666667
759,arrest,a-rr-es-t,6,4,2,4,1.5
760,arrested,a-rr-es-t-ed,8,5,3,5,1.6
761,arrival,a-rr-i-v-al,7,5,3,4,1.4
762,arrivals,a-rr-i-v-al-s,8,6,3,5,1.3333333333333333
763,arrive,a-rr-i.e-v,6,4,3,3,1.5
764,arrived,a-rr-i.e-v-d,7,5,3,4,1.4
765,arrives,a-rr-i.e-v-s,7,5,3,4,1.4
766,arrow,a-rr-o-w,5,4,2,3,1.25
767,art,ar-t,3,2,1,2,1.5
768,arthritis,ar-th-r-it-is,9,5,3,6,1.8
769,arthur,ar-th-ur,6,3,2,4,2.0
770,article,ar-ti-c-le,7,4,3,4,1.75
771,articles,ar-ti-c-le-s,8,5,3,5,1.6
772,artificial,ar-ti-f-i-ci-al,10,6,5,5,1.6666666666666667
773,artist,ar-ti-st,6,3,2,4,2.0
774,artistic,ar-ti-st-i-c,8,5,3,5,1.6
775,artists,ar-ti-st-s,7,4,2,5,1.75
776,arts,ar-ts,4,2,1,3,2.0
777,artwork,ar-t-w-or-k,7,5,2,5,1.4
778,aruba,a-r-u-b-a,5,5,3,2,1.0
779,as,as,2,1,1,1,2.0
780,asbestos,as-b-es-t-os,8,5,3,5,1.6
781,ascii,as-c-i-i,5,4,3,2,1.25
782,ash,as-h,3,2,1,2,1.5
783,ashley,as-h-le-y,6,4,2,4,1.5
784,asia,a-si-a,4,3,3,1,1.3333333333333333
785,asian,a-si-a-n,5,4,3,2,1.25
786,aside,as-i.e-d,5,3,3,2,1.6666666666666667
787,asin,as-i-n,4,3,2,2,1.3333333333333333
788,ask,as-k,3,2,1,2,1.5
789,asked,as-k-ed,5,3,2,3,1.6666666666666667
790,asking,as-k-i-ng,6,4,2,4,1.5
791,asks,as-k-s,4,3,1,3,1.3333333333333333
792,asn,as-n,3,2,1,2,1.5
793,asp,as-p,3,2,1,2,1.5
794,aspect,as-p-e-ct,6,4,2,4,1.5
795,aspects,as-p-e-ct-s,7,5,2,5,1.4
796,ass,a-ss,3,2,1,2,1.5
797,assault,a-ss-aul-t,7,4,3,4,1.75
798,assembled,a-ss-e-m-b-le-d,9,7,3,6,1.2857142857142858
799,assembly,a-ss-e-m-b-l-y,8,7,2,6,1.1428571428571428
800,assess,a-ss-e-ss,6,4,2,4,1.5
801,assessed,a-ss-e-ss-ed,8,5,3,5,1.6
802,assessing,a-ss-e-ss-i-ng,9,6,3,6,1.5
803,assessment,a-ss-e-ss-me-nt,10,6,3,7,1.6666666666666667
804,assessments,a-ss-e-ss-me-nt-s,11,7,3,8,1.5714285714285714
805,asset,a-ss-et,5,3,2,3,1.6666666666666667
806,assets,a-ss-et-s,6,4,2,4,1.5
807,assign,a-ss-i-gn,6,4,2,4,1.5
808,assigned,a-ss-i-gn-ed,8,5,3,5,1.6
809,assignment,a-ss-i-gn-me-nt,10,6,3,7,1.6666666666666667
810,assignments,a-ss-i-gn-me-nt-s,11,7,3,8,1.5714285714285714
811,assist,a-ss-is-t,6,4,2,4,1.5
812,assistance,a-ss-i-st-anc-e,10,6,4,6,1.6666666666666667
813,assistant,a-ss-i-st-a-nt,9,6,3,6,1.5
814,assisted,a-ss-i-s-t-ed,8,6,3,5,1.3333333333333333
815,assists,a-ss-i-st-s,7,5,2,5,1.4
816,associate,a-ss-o-ci-a.e-t,9,6,5,4,1.5
817,associated,a-ss-o-ci-a-t-ed,10,7,5,5,1.4285714285714286
818,associates,a-ss-o-ci-a.e-t-s,10,7,5,5,1.4285714285714286
819,association,a-ss-o-ci-a-ti-o-n,11,8,6,5,1.375
820,associations,a-ss-o-ci-a-ti-o-n-s,12,9,6,6,1.3333333333333333
821,assume,a-ss-u.e-m,6,4,3,3,1.5
822,assumed,a-ss-u.e-m-d,7,5,3,4,1.4
823,assumes,a-ss-u.e-m-s,7,5,3,4,1.4
824,assuming,a-ss-u-m-i-ng,8,6,3,5,1.3333333333333333
825,assumption,a-ss-u-m-p-ti-o-n,10,8,4,6,1.25
826,assumptions,a-ss-u-m-p-ti-o-n-s,11,9,4,7,1.2222222222222223
827,assurance,a-ss-ur-anc-e,9,5,4,5,1.8
828,assure,a-ss-ur-e,6,4,3,3,1.5
829,assured,a-ss-ur-ed,7,4,3,4,1.75
830,asthma,as-th-m-a,6,4,2,4,1.5
831,astrology,as-t-r-ol-o-g-y,9,7,3,6,1.2857142857142858
832,astronomy,as-t-r-o-n-o-m-y,9,8,3,6,1.125
833,asylum,as-y-l-u-m,6,5,2,4,1.2
834,at,at,2,1,1,1,2.0
835,ate,a-te,3,2,2,1,1.5
836,athens,a-th-e-n-s,6,5,2,4,1.2
837,athletes,a-th-le-te-s,8,5,3,5,1.6
838,athletic,a-th-le-ti-c,8,5,3,5,1.6
839,athletics,a-th-le-ti-c-s,9,6,3,6,1.5
840,atlanta,at-l-a-n-t-a,7,6,3,4,1.1666666666666667
841,atlantic,at-l-a-n-ti-c,8,6,3,5,1.3333333333333333
842,atlas,at-l-as,5,3,2,3,1.6666666666666667
843,atm,a-t-m,3,3,1,2,1.0
844,atmosphere,at-m-os-ph-ere,10,5,4,6,2.0
845,atmospheric,at-m-os-ph-er-i-c,11,7,4,7,1.5714285714285714
846,atom,at-o-m,4,3,2,2,1.3333333333333333
847,atomic,at-o-m-i-c,6,5,3,3,1.2
848,attach,a-tt-ach,6,3,2,4,2.0
849,attached,a-tt-ach-ed,8,4,3,5,2.0
850,attachment,a-tt-ach-me-nt,10,5,3,7,2.0
851,attachments,a-tt-ach-me-nt-s,11,6,3,8,1.8333333333333333
852,attack,a-tt-a-ck,6,4,2,4,1.5
853,attacked,a-tt-a-ck-ed,8,5,3,5,1.6
854,attacks,a-tt-a-ck-s,7,5,2,5,1.4
855,attempt,a-tt-e-m-pt,7,5,2,5,1.4
856,attempted,a-tt-e-m-pt-ed,9,6,3,6,1.5
857,attempting,a-tt-e-m-pt-i-ng,10,7,3,7,1.4285714285714286
858,attempts,a-tt-e-m-pt-s,8,6,2,6,1.3333333333333333
859,attend,a-tt-e-n-d,6,5,2,4,1.2
860,attendance,a-tt-e-nd-anc-e,10,6,4,6,1.6666666666666667
861,attended,a-tt-e-nd-ed,8,5,3,5,1.6
862,attending,a-tt-e-nd-i-ng,9,6,3,6,1.5
863,attention,a-tt-e-n-ti-o-n,9,7,4,5,1.2857142857142858
864,attitude,a-tt-it-u.e-d,8,5,4,4,1.6
865,attitudes,a-tt-it-u.e-d-s,9,6,4,5,1.5
866,attorney,a-tt-or-ne-y,8,5,3,5,1.6
867,attorneys,a-tt-or-ne-y-s,9,6,3,6,1.5
868,attract,a-tt-r-a-ct,7,5,2,5,1.4
869,attraction,a-tt-r-a-c-ti-o-n,10,8,4,6,1.25
870,attractions,a-tt-r-a-c-ti-o-n-s,11,9,4,7,1.2222222222222223
871,attractive,a-tt-r-a-ct-i.e-v,10,7,4,6,1.4285714285714286
872,attribute,a-tt-r-i-bu-te,9,6,4,5,1.5
873,attributes,a-tt-r-i-bu-te-s,10,7,4,6,1.4285714285714286
874,au,au,2,1,2,0,2.0
